title,company,location,salary,description,skills,source,salary_min,salary_max,salary_period,standardized_title,experience_years,education_level,city,state,standardized_title_encoded,company_encoded,city_encoded,state_encoded,education_level_encoded,salary_period_encoded,source_encoded,salary_min_scaled,salary_max_scaled,experience_years_scaled
Frontend Developer,InnovateX,"New York, NY",$69241 - $87634,Off wait situation activity point gas. Learn of it ahead. Week past president per by middle.,"SQL, Project Management, Statistics, TypeScript, Deep Learning, Scikit-learn, PHP, PyTorch",SimplyHired,69241.0,87634.0,annual,Software Engineer,,Not Specified,New York,NY,5,6,7,6,2,0,2,-0.4042536531448918,-0.4794427505225235,
Product Manager,SecureIT,"New York, NY",$82153 - $103030,Focus seek buy term. Manager feeling red mission popular production. Time establish democratic majority wish. Yet evening situation check minute huge television well.,"TensorFlow, NLP, React, TypeScript, Excel, Flask, Git, Data Visualization, Node.js, Machine Learning",CareerBuilder,82153.0,103030.0,annual,Product Manager,,Not Specified,New York,NY,4,7,7,6,2,0,0,0.5025044230704886,0.5188678153351532,
Backend Developer,TechCorp,"Austin, TX",$86457 - $115981,Get catch front social sign us turn cultural. Recently her almost soon section public these. True despite show you onto. Material tax store city news ground.,"React, PHP, SQL, GCP, GraphQL, Data Visualization, Spring, Tableau, Data Analysis",SimplyHired,86457.0,115981.0,annual,Software Engineer,,Not Specified,Austin,TX,5,8,1,7,2,0,2,0.8047571151422821,1.358639193512782,
Database Administrator,SecureIT,"Los Angeles, CA",$58595 - $78871,Different friend machine attention your. Improve response pressure total south appear. Into clearly medical house manage country inside. Wait statement probably there. Value across develop see. Up various activity field yeah.,"React, Go, Scrum, Excel, Kotlin",SimplyHired,58595.0,78871.0,annual,Other,,Bachelor's,Los Angeles,CA,3,7,5,0,0,0,2,-1.1518796196403178,-1.0476549802322417,
Backend Developer,AI Solutions,"New York, NY",$57343 - $77453,Recent natural mother fill national just necessary. Claim partner in. Floor far born heavy somebody. Soon tonight they find close leave public chance. Long a later you seat area itself read. Less sport sort level on best. Available ever seven action budget continue.,"JavaScript, NLP, Scikit-learn, Python",SimplyHired,57343.0,77453.0,annual,Software Engineer,,Not Specified,New York,NY,5,0,7,6,2,0,2,-1.2398025681704956,-1.1396012248663145,
Cybersecurity Analyst,DevOpsPro,"Los Angeles, CA",$81133 - $109507,Film never word. Land government church indeed if feel stage. Audience anything lose few activity lead.,"Computer Vision, Pandas, C++, Hibernate, NumPy, Django, NoSQL, Data Analysis, TensorFlow, Azure",SimplyHired,81133.0,109507.0,annual,Other,,Not Specified,Los Angeles,CA,3,4,5,0,2,0,2,0.43087390589734054,0.9388507677292928,
Database Administrator,AI Solutions,"San Francisco, CA",$77815 - $107457,Kitchen play toward and trade candidate. Attack tonight capital size party gas. Call customer land market choice apply.,"AWS, Tableau, Linux, TypeScript, Unix, R, Agile, Rails, Excel, NoSQL",Glassdoor,77815.0,107457.0,annual,Other,,Not Specified,San Francisco,CA,3,0,8,0,2,0,1,0.19786404709292357,0.8059242504515428,
Database Administrator,TechCorp,"New York, NY",$84457 - $113618,Suffer seat film national number find. Visit option company reflect. Side along concern top carry. Behavior medical most cut full win book. Hard particularly economy.,"Ruby, Linux, Computer Vision",SimplyHired,84457.0,113618.0,annual,Other,,Not Specified,New York,NY,3,8,7,6,2,0,2,0.664305120685129,1.205417066523844,
Backend Developer,FutureTech,"Denver, CO",$84850 - $101935,Modern writer beat begin decade later. Own leg without story tend. Agree off account. During election share practice maintain positive beat.,"Data Visualization, C++, SQL, Swift, Go",CareerBuilder,84850.0,101935.0,annual,Software Engineer,,Not Specified,Denver,CO,5,5,4,1,2,0,0,0.6919039375959596,0.44786560244776974,
Software Engineer,InnovateX,"Los Angeles, CA",$53201 - $81569,Want party require avoid draw. Month force source owner cut seat truth. Tax pick spring right. Sister cut in.,"MongoDB, Scikit-learn, Docker",SimplyHired,53201.0,81569.0,annual,Software Engineer,,Not Specified,Los Angeles,CA,5,6,5,0,2,0,2,-1.5306786486912596,-0.8727107150540129,
Backend Developer,DevOpsPro,"Denver, CO",$90405 - $105572,Race upon describe option thus pretty. Whatever those involve. Deal with day card kitchen back skill sound. Certain husband represent impact night. Method reveal international run.,"Hibernate, Jenkins, Scikit-learn, Scrum, Django, Statistics",CareerBuilder,90405.0,105572.0,annual,Software Engineer,,Bachelor's,Denver,CO,5,4,4,1,0,0,0,1.0820093522007024,0.6836966967595631,
Product Manager,DevOpsPro,"Miami, FL",$54601 - $65066,Interview play dog again friend bring his including. Book protect occur. Military discover set or ground open truth.,"SQL, C#, PyTorch, TensorFlow",Glassdoor,54601.0,65066.0,annual,Product Manager,,Not Specified,Miami,FL,4,4,6,2,2,0,1,-1.4323622525712525,-1.9428016002416746,
Software Engineer,WebWizards,"Atlanta, GA",$60707 - $89928,Girl white best important. Tonight management despite believe. Value case enjoy contain man like.,"React, Java, Jenkins, Unix, NoSQL, Azure",SimplyHired,60707.0,89928.0,annual,Software Engineer,,Not Specified,Atlanta,GA,5,9,0,3,2,0,2,-1.003562313493564,-0.3306947355785439,
Data Scientist,DevOpsPro,"Seattle, WA",$64752 - $93049,Though individual piece yet trial. Get sing hard she benefit civil. Base respond house by there.,"Flask, Kotlin, TensorFlow, Machine Learning",CareerBuilder,64752.0,93049.0,annual,Data Scientist,,Bachelor's,Seattle,WA,0,4,9,8,0,0,0,-0.7194981547039719,-0.12832221829861346,
Database Administrator,SecureIT,"Atlanta, GA",$76664 - $90417,Respond development of. Pull environmental make. Our require cut head sing station.,"Ruby, Rust, Agile, C#, Tableau, MongoDB, Vue, PyTorch",SimplyHired,76664.0,90417.0,annual,Other,,Not Specified,Atlanta,GA,3,7,0,3,2,0,2,0.11703392428283195,-0.29898689804253425,
Machine Learning Engineer,AI Solutions,"Seattle, WA",$97330 - $112899,Power result effect different edge bad score. You finally himself him. Bed usually walk assume science fund change. Change debate father well suggest with. Determine quite without father.,"Django, Java, Spring, NLP, AWS, C#, TypeScript",CareerBuilder,97330.0,112899.0,annual,Machine Learning Engineer,,Master's,Seattle,WA,2,0,9,8,1,0,0,1.568324383008595,1.1587955221713062,
Cloud Engineer,CodeMasters,"New York, NY",$52870 - $71289,Ahead boy including reality outside whether think. Society list collection. Approach clearly single method. Avoid save explain staff two guess. May surface couple grow matter suddenly and. Risk voice edge travel week as reflect.,"MongoDB, Node.js, Computer Vision, TensorFlow, Spring, Unix, Docker, CI/CD, REST API",SimplyHired,52870.0,71289.0,annual,DevOps Engineer,,Not Specified,New York,NY,1,2,7,6,2,0,2,-1.5539234537739186,-1.539288567549266,
Cybersecurity Analyst,DevOpsPro,"Atlanta, GA",$81287 - $101163,Class necessary data doctor. Ask nature according west price modern reveal station. Realize experience laugh recently buy.,"Computer Vision, PHP, Kotlin",CareerBuilder,81287.0,101163.0,annual,Other,,Not Specified,Atlanta,GA,3,4,0,3,2,0,0,0.44168870947054134,0.39780742130707564,
DevOps Engineer,SecureIT,"Seattle, WA",$67212 - $89408,Hot style current however site. Should set argue size. Such key action wait next much team beat.,"Ruby, TypeScript, Docker, Linux, Data Visualization, Go, MongoDB, C++, Unix",CareerBuilder,67212.0,89408.0,annual,DevOps Engineer,,Not Specified,Seattle,WA,1,7,9,8,2,0,0,-0.5467422015216736,-0.36441268142460725,
Backend Developer,DevOpsPro,"Chicago, IL",$51849 - $68530,Consider laugh address ask theory they grow dark. Factor other per level information. Bank industry one outside.,"Ruby, MongoDB, NoSQL, Scikit-learn, Data Analysis, R, Git",SimplyHired,51849.0,68530.0,annual,Software Engineer,,Bachelor's,Chicago,IL,5,4,3,4,0,0,2,-1.6256241969442953,-1.7181882071440522,
Database Administrator,InnovateX,"Chicago, IL",$68806 - $81090,Almost city friend quickly learn wear bag. Finish in new discover worker. Charge common main realize contain. Whatever particularly until yeah put great. Glass agree civil defense need.,"Excel, Machine Learning, NumPy",SimplyHired,68806.0,81090.0,annual,Other,,Bachelor's,Chicago,IL,3,6,3,4,0,0,2,-0.4348019619393226,-0.9037701305545212,
Cloud Engineer,AI Solutions,"Atlanta, GA",$86719 - $115110,Always along mother candidate. Item success change four west prove. Wish rich just throughout paper over difficult. Contain growth hot.,"Agile, Pandas, Django, Power BI, Flask",Glassdoor,86719.0,115110.0,annual,DevOps Engineer,,Not Specified,Atlanta,GA,1,0,0,3,2,0,1,0.8231563264161692,1.3021616342206257,
Backend Developer,AI Solutions,"Boston, MA",$79558 - $100168,Away treatment outside make beyond imagine. Every bank keep indeed kitchen our. Occur cultural democratic eye talk Congress. Event responsibility exist no soon head. Lay gas of like north development least it.,"Vue, NLP, C#, Node.js",CareerBuilder,79558.0,100168.0,annual,Software Engineer,,Bachelor's,Boston,MA,5,0,2,5,0,0,0,0.3202679602623325,0.33328942877470435,
Frontend Developer,InnovateX,"Chicago, IL",$60145 - $85050,Politics keep pass method. National floor least consumer rest. Produce office evening support land. Assume nature specific what significant customer. Realize strategy view to color.,"Spring, Angular, Data Visualization, Data Analysis, Rust, NumPy, SQL",CareerBuilder,60145.0,85050.0,annual,Software Engineer,,Not Specified,Chicago,IL,5,6,3,4,2,0,0,-1.043029323936024,-0.6469950044960385,
Frontend Developer,Cloudify,"Chicago, IL",$58483 - $80009,Possible recently early cell. Travel however lose student. Any rule wait with get. Blood information general exactly method of include.,"Azure, Machine Learning, Statistics, CI/CD, Data Analysis, Docker, Django, NumPy",Glassdoor,58483.0,80009.0,annual,Software Engineer,,Not Specified,Chicago,IL,5,1,3,4,2,0,1,-1.1597449313299184,-0.973864552592203,
Product Manager,FutureTech,"Los Angeles, CA",$78392 - $93560,There point reason reflect test simply. Within media partner bar husband enjoy. Perhaps though message guess.,"Java, Excel, Swift, PyTorch, TensorFlow, NoSQL, Node.js, R",SimplyHired,78392.0,93560.0,annual,Product Manager,,Bachelor's,Los Angeles,CA,4,5,5,0,0,0,2,0.23838444749381224,-0.09518785228450115,
Data Scientist,TechCorp,"Boston, MA",$95852 - $118916,Pass recently election factor fine per. Course across cup perhaps international particularly sister. Minute control manage ten. Drop party heart statement clearly clear civil. Lawyer physical build want. Especially matter brother.,"Power BI, Angular, Scrum, Go, Azure, C++, Ruby, AWS, Agile",CareerBuilder,95852.0,118916.0,annual,Data Scientist,,Not Specified,Boston,MA,0,8,2,5,2,0,0,1.464530359104759,1.5489510609323898,
Full Stack Developer,DevOpsPro,"Seattle, WA",$77581 - $106698,Season picture itself. Common among total might. Gas imagine avoid everything quickly themselves. Bag police enough instead hear day.,"TypeScript, AWS, Windows Server, Swift, Node.js",SimplyHired,77581.0,106698.0,annual,Software Engineer,,Master's,Seattle,WA,5,4,9,8,1,0,2,0.18143116374143664,0.7567090179570003,
Machine Learning Engineer,DevOpsPro,"Chicago, IL",$52405 - $68176,Tough week still middle. Who arrive former prepare exist each performance. Any cultural imagine notice theory late coach say. Congress near single cover American.,"Node.js, Windows Server, Angular, React, Vue",Glassdoor,52405.0,68176.0,annual,Machine Learning Engineer,,Not Specified,Chicago,IL,2,4,3,4,2,0,1,-1.5865785424852066,-1.7411423472007954,
Machine Learning Engineer,SecureIT,"Denver, CO",$63943 - $84591,Response pick upon share. Off because military read. Car somebody four maintain fear morning between around. Final short season movie despite main trouble. Character determine have foot teach face mission leader. Know fine natural perhaps.,"TensorFlow, Scrum, Computer Vision, Kubernetes, Excel",Glassdoor,63943.0,84591.0,annual,Machine Learning Engineer,,Not Specified,Denver,CO,2,7,4,1,2,0,1,-0.7763109864618903,-0.6767575759255444,
Machine Learning Engineer,AI Solutions,"New York, NY",$84629 - $111928,Wish treat though deep. Food natural might north look network. Hot by according. Push nearly player run level trouble listen. Act catch political officer red enough worry.,"Angular, Pandas, Flask, Linux, CI/CD, Scikit-learn, REST API",CareerBuilder,84629.0,111928.0,annual,Machine Learning Engineer,,Not Specified,New York,NY,2,0,7,6,2,0,0,0.6763839922084441,1.0958337425241378,
Software Engineer,CodeMasters,"Seattle, WA",$77943 - $101571,Avoid seat dark hospital. Beyond fire cover student even important remember. Mind rate responsibility attention. Last first fly sense free create. Language important describe machine consumer mean learn.,"Node.js, R, Deep Learning, Machine Learning",CareerBuilder,77943.0,101571.0,annual,Software Engineer,,Not Specified,Seattle,WA,5,2,9,8,2,0,0,0.20685297473818137,0.42426304035552537,
Machine Learning Engineer,DevOpsPro,"Austin, TX",$52912 - $74243,Morning that us medical future three white mind. Poor let similar put water stuff lay. Indicate care seven chance continue both knowledge. Later offer best. Box thus far.,"Flask, Node.js, TensorFlow, Ruby, Git",CareerBuilder,52912.0,74243.0,annual,Machine Learning Engineer,,Not Specified,Austin,TX,2,4,1,7,2,0,0,-1.5509739618903182,-1.3477446982622059,
Database Administrator,WebWizards,"New York, NY",$96695 - $114886,Foreign day hit half. Although activity baby trade probably. Interview investment mouth want feel picture. Executive prepare general ever simply parent. Executive end stand mission buy. Process house mouth task popular matter.,"MongoDB, Data Analysis, GCP, TensorFlow, C#, Git, Kubernetes, Vue, Docker",Glassdoor,96695.0,114886.0,annual,Other,,Bachelor's,New York,NY,3,9,7,6,0,0,1,1.5237308747684488,1.2876369806253984,
Full Stack Developer,InnovateX,"Los Angeles, CA",$80011 - $92507,Kitchen act purpose ball despite. Mrs too stop sure. Along push now door player four. See language case develop consumer hair official. Rate end by what table by. My that though environmental hair offer.,"Java, R, Swift, Data Visualization, CI/CD, Agile, MongoDB, Scrum",CareerBuilder,80011.0,92507.0,annual,Software Engineer,,Bachelor's,Los Angeles,CA,5,6,5,0,0,0,0,0.3520803370068777,-0.16346669262277952,
Data Scientist,CodeMasters,"Boston, MA",$69807 - $83657,Develop least area effect to southern design city. And usually turn worry very television. Threat white maybe wind only space. Whole face late employee. Suddenly today truth enter fire. Time player current although work.,"Pandas, Node.js, Kubernetes, Java, React, Python",Glassdoor,69807.0,83657.0,annual,Data Scientist,,Not Specified,Boston,MA,0,2,2,5,2,0,1,-0.36450573871351744,-0.7373201940413583,
Database Administrator,DataWorks,"San Francisco, CA",$66215 - $81940,Society model free might standard door so. Food say book capital this activity year. Painting article be lay since baby. Force nice nearly minute. High well old language year grow attorney. Question rule say material note.,"Data Visualization, Power BI, JavaScript, Rails, TensorFlow",CareerBuilder,66215.0,81940.0,annual,Other,,Bachelor's,San Francisco,CA,3,3,8,0,0,0,0,-0.6167575207585644,-0.8486542575369176,
